Participant,Stimuli,Attention,MW,NumFix,AvgFixDur,NumBlink,AvgBlinkDur,AvgPupDia,VarPupDia,OffStimFram,AvgSacAmp,AvgFixDisp
17O,HongKong_1,0,1,26,275.64102564102564,5,183.3333333333333,2.8876110069826937,0.012977112861196,16,6.11146935408912,0.1958351573273159
17O,India_1,1,0,21,309.5238095238096,6,363.8888888888889,2.957533681494558,0.0264942856359582,0,4.25869913488609,0.1984735045115466
17O,Brazil_1,1,0,20,335.00000000000006,7,211.90476190476195,3.210199315020716,0.0461513066244812,1,6.864295343260485,0.1902659196523388
17O,Mexico_3,1,0,31,173.11827956989248,6,105.55555555555556,3.2760722966483944,0.0984717935227936,166,9.67039311025811,0.2815833129717801
18N,Singapore_1,1,0,18,267.5925925925926,6,180.5555555555556,4.115645301073117,0.0911456987959942,12,6.032576640432353,0.2061225366021321
18N,NYC_4,1,0,13,194.8717948717949,7,204.7619047619048,3.833314013575377,0.0862064648916241,1,3.5626577709527374,0.075020753296204
18N,London_1,1,0,27,195.0617283950617,3,211.11111111111111,3.605707577296666,0.0283716646234259,31,4.256354712022366,0.1583063607610818
18N,HongKong_3,0,1,24,254.86111111111111,6,158.33333333333334,3.6772752574984113,0.038995443420649,0,8.215952620208926,0.1973403385286153
18N,India_1,1,0,19,262.280701754386,3,166.66666666666669,4.044593891627352,0.0440959469719053,0,7.128831316710585,0.2300482315695469
18N,Sweden_2,0,1,24,186.11111111111111,2,100.0,4.090891520182292,0.0927797899722168,0,6.068459773742797,0.1922104063903586
18N,Vietnam_1,1,0,25,164.0,5,156.66666666666669,3.795125072612728,0.0277076276503423,15,6.701986975655552,0.2010087950494094
18N,Mexico_3,1,0,27,214.19753086419755,5,150.0,3.456560271376864,0.0366793344956437,9,7.90483977002884,0.2386235951105217
18N,Brazil_3,0,1,23,244.20289855072463,5,183.3333333333333,3.800273650283114,0.0858309426173826,0,4.629871315550268,0.1338149026416919
18N,France_1,0,1,24,217.36111111111111,2,116.66666666666669,3.4457885794894887,0.0537787702011756,4,6.691612626644615,0.1972616474885333
18N,Brazil_1,1,0,23,176.81159420289856,3,144.44444444444446,3.9560323222450298,0.0424425356919658,0,7.316165442951704,0.1701069498413986
18N,Russia_3,1,0,25,173.33333333333337,3,161.11111111111111,3.729846029366012,0.0453451985086824,15,6.3764355950650495,0.3292357211686463
18N,Vietnam_2,0,1,26,181.4102564102564,2,208.3333333333333,3.365806432097155,0.0431687574642599,0,5.741029037041144,0.2088793647045123
18N,Sweden_4,1,0,21,200.7936507936508,2,216.66666666666669,3.6172453651965504,0.0407766201268459,1,4.675653628206488,0.2198198005901266
18N,Italy_4,0,1,22,244.6969696969697,6,163.88888888888889,3.3838363930031106,0.0599899449277702,6,8.507115789158515,0.2178174052023332
18N,Mexico_1,0,1,22,205.3030303030303,5,253.3333333333333,3.649176060807544,0.0714249805505411,6,7.167261082233567,0.1811739675140004
18N,London_3,1,0,21,216.66666666666663,4,187.5,3.162864881403306,0.032235340933872,0,6.262459569241251,0.2263104292181414
18N,Singapore_3,0,1,25,217.33333333333337,2,316.6666666666667,3.4927859229563816,0.028961945576065,0,4.133853412803124,0.1758363792069447
18N,India_3,0,1,23,194.9275362318841,6,250.0,3.734747284237701,0.0741521871102676,0,5.364275722506422,0.1492706446785879
18N,Russia_1,0,1,26,165.3846153846154,1,233.3333333333333,3.662900898554554,0.0458994866574937,0,5.195677334536935,0.2334768257109505
18N,NYC_1,0,1,23,229.71014492753625,2,250.00000000000003,3.6016329107150225,0.0373430181891587,0,3.5928993811796177,0.1204567288590772
18N,France_3,1,0,21,241.2698412698413,4,216.66666666666669,3.6254723492790673,0.0538846027122088,10,5.365917083320165,0.1463044241112315
18N,HongKong_1,0,1,16,297.9166666666667,6,202.7777777777778,3.993115577988952,0.0831945118751177,0,4.386219167183389,0.0900126444618787
18N,Italy_1,0,1,26,170.51282051282053,5,160.0,4.264939987351534,0.1172465323004843,101,9.036592749498883,0.2897847531808671
19M,France_1,1,0,28,274.4047619047619,3,116.66666666666669,3.8747830506427055,0.0827550978912012,0,5.220050450235119,0.1892651639457133
19M,Sweden_4,1,0,26,317.3076923076923,0,0.0,3.960753959297334,0.0689329514078495,0,6.070446571244485,0.2099853970733641
19M,Vietnam_1,1,0,20,357.50000000000006,4,316.6666666666667,3.722909854568598,0.0703437801307256,6,4.851433099341809,0.2229858398675739
19M,London_1,1,0,27,314.1975308641976,1,116.66666666666669,3.8898515701293945,0.0488644223633392,0,5.769341468059623,0.2227994271507832
19M,NYC_1,1,0,28,289.8809523809524,1,183.3333333333333,3.3033221655399068,0.0567733234919046,25,6.67985792013494,0.211927457048308
19M,Mexico_1,1,0,26,325.6410256410257,0,0.0,3.6585964909778017,0.1068310094362304,0,5.447166992997521,0.1779941476535844
19M,Italy_4,1,0,25,318.6666666666667,2,116.66666666666669,3.966668627887811,0.1316793249662643,1,7.3773466277739645,0.2090577643290115
19M,Singapore_1,1,0,23,375.36231884057975,0,0.0,3.905505257683832,0.1110985868550746,20,4.405229631563097,0.2189298577027552
19M,HongKong_3,1,0,25,334.66666666666674,1,150.0,4.0032370578617416,0.1937672255603277,0,5.443318570754208,0.1674276571400244
19M,Italy_1,1,0,26,285.2564102564103,1,83.33333333333334,3.682293183924788,0.1886588969181422,14,5.28151477050314,0.2385108533982076
19M,Brazil_1,1,0,29,281.60919540229884,1,200.0,4.0238214392069045,0.0514549269838479,0,3.975367008734395,0.1785480381837225
19M,Russia_3,1,0,21,338.8888888888889,4,204.16666666666669,3.824402880106128,0.0973162490859778,6,6.357566491620749,0.2150887640570369
19M,NYC_4,1,0,23,363.76811594202906,2,166.66666666666669,3.769891531356258,0.1933784798417537,2,5.683636794471206,0.293422122832266
19M,HongKong_1,1,0,24,300.69444444444446,4,137.5,4.110987363350265,0.1254073903951772,8,6.007685218837653,0.2879783193695279
19M,Mexico_3,1,0,25,261.33333333333337,4,245.8333333333333,3.338395901580355,0.2292854209430768,3,2.7301394353576165,0.1306588223047923
19M,Brazil_3,1,0,21,322.22222222222223,5,126.66666666666669,4.745131031927153,0.3894486598575604,25,6.606346106459415,0.1990555171240175
19M,Sweden_2,1,0,21,369.0476190476191,3,138.88888888888889,4.2819978145130895,0.1292713021287296,21,5.944410912742448,0.2144550906268975
19M,Vietnam_2,1,0,29,255.1724137931035,3,116.66666666666669,3.962440900620803,0.1667685682323619,8,7.185929477204174,0.2359006336018261
19M,India_3,1,0,22,333.33333333333337,3,150.00000000000003,4.086073802846723,0.1897533523966741,12,8.064239424970296,0.2185453094214796
19M,India_1,1,0,23,310.14492753623193,4,191.66666666666669,4.121227728260407,0.128944012561825,1,5.700114487348302,0.2062875193456085
19M,France_3,0,1,21,362.6984126984127,3,116.66666666666669,4.217533138063219,0.3869440930120074,15,5.1512564100805305,0.201602367597755
19M,London_3,1,0,19,301.7543859649124,3,111.11111111111111,3.9947944257660177,0.2593798394787797,22,5.969964851679655,0.2471531658031897
19M,Singapore_3,0,1,22,245.45454545454547,4,375.0,3.9899370388721858,0.1639542838478205,10,6.95646839367155,0.2101307660901464
19M,Russia_1,0,1,36,181.4814814814815,2,100.0,4.445138586259132,0.0727907608941215,79,7.648202977464541,0.2783315851178182
20T,London_1,1,0,27,243.2098765432099,6,133.33333333333334,3.4837396692346645,0.1661100776814498,5,4.004514292292172,0.1675847855289035
20T,Russia_3,1,0,27,248.76543209876544,5,103.33333333333334,3.320837188665914,0.0147208833125659,10,4.369556273677331,0.2209109678534247
20T,France_3,1,0,19,346.49122807017545,10,131.66666666666669,3.2337117353764064,0.0402454508775375,2,2.6306828338078856,0.1036831900163574
20T,Russia_1,1,0,28,250.5952380952381,9,137.03703703703707,3.395546032691413,0.0801728734962562,10,3.986219834346924,0.1969225000328086
20T,NYC_1,1,0,28,282.73809523809524,4,83.33333333333334,3.342954982104966,0.030834766591897,6,3.318284134881723,0.1480265375052032
20T,HongKong_3,1,0,22,268.1818181818182,9,166.66666666666666,3.209279572699871,0.0590573697617899,4,6.672066213138374,0.1591673338381864
20T,Brazil_3,1,0,21,334.1269841269841,7,111.90476190476193,3.3073004834792195,0.0478712989647182,22,3.039585278517769,0.0817058018693361
20T,HongKong_1,0,1,24,252.7777777777778,7,164.28571428571428,3.3540464794362777,0.0551865998771787,35,5.2029365608571165,0.2414779413660914
20T,India_3,1,0,23,264.49275362318843,10,121.66666666666669,3.143262965078572,0.0533950077933696,0,7.60551575238249,0.2255860027923186
20T,London_3,1,0,24,251.3888888888889,7,133.33333333333334,3.3157340586746704,0.04758311833524,1,4.213699274612252,0.1166471690682106
20T,India_1,1,0,26,281.4102564102564,5,120.0,3.3361009122662595,0.0372837047341072,18,6.077327262894369,0.2464302498191887
20T,Vietnam_2,0,1,25,244.66666666666669,10,160.0,3.4282586969480926,0.0407437262650768,3,4.813113281978574,0.1473794174522622
20T,Italy_1,1,0,25,262.00000000000006,5,96.66666666666669,3.562261351456879,0.0694850790537424,5,6.093039780433609,0.1953541388516573
20T,Sweden_2,1,0,21,310.3174603174604,6,88.8888888888889,3.334470896677928,0.0706721759144979,7,3.360562492566087,0.1192015938067229
20T,Sweden_4,1,0,24,290.97222222222223,8,114.58333333333334,3.1279428072064834,0.044373774645741,6,5.013478052338286,0.1745710337811624
20T,Singapore_3,0,1,20,387.50000000000006,3,83.33333333333334,3.581451632452349,0.0595429709898649,0,2.0402173951649427,0.129345454105136
20T,Italy_4,0,1,23,259.4202898550725,8,129.16666666666669,3.422577107747396,0.0906534193857258,20,5.632367437080529,0.2475130361637844
20T,Brazil_1,0,1,23,298.5507246376812,5,130.0,3.875752579242101,0.0625323950418645,24,4.520859864728716,0.198500547853009
20T,Vietnam_1,0,1,13,619.2307692307693,5,86.66666666666667,3.42626650152654,0.0507976175556005,8,0.8476183288216786,0.0124275120735984
20T,Mexico_1,1,0,26,253.20512820512823,13,123.07692307692308,3.6251397351780814,0.0689616303995917,13,2.9028027338440143,0.0819003844805845
20T,NYC_4,1,0,20,348.33333333333337,5,156.66666666666669,3.6638734212390567,0.0618444639848389,10,3.733682170670116,0.3406571798731957
20T,Singapore_1,1,0,22,317.42424242424244,7,154.7619047619048,3.404124755859375,0.0308733347648015,0,4.255245659884989,0.2158486331845222
20T,Mexico_3,1,0,22,272.72727272727275,12,158.33333333333334,4.006584135691325,0.1144649414297004,2,5.753463933383197,0.1363805855521994
20T,France_1,0,1,27,275.30864197530866,0,0.0,3.468176675378144,0.0693476552570806,0,9.141122308548946,0.2348845648295158
21H,Mexico_1,1,0,25,212.0,5,230.0,3.7276033466759744,0.0356272009104455,6,9.13199039831426,0.2381886823290575
21H,Italy_1,1,0,17,198.03921568627453,9,290.7407407407408,4.077989970168022,0.099276093076688,5,10.45151160810426,0.1943963469147481
21H,London_3,0,1,15,243.33333333333337,6,330.5555555555556,3.841408787777549,0.1841079416179166,4,5.1380971005983245,0.1618591495564507
21H,Sweden_2,0,1,26,186.53846153846155,6,236.11111111111111,3.551655003775271,0.1114763694138521,0,7.379699948722284,0.2307262618824726
21H,HongKong_1,1,0,18,197.22222222222223,7,276.1904761904762,3.729846293343881,0.0623827866772203,0,5.946837154616086,0.1726352817038802
21H,France_3,0,1,15,192.22222222222223,6,350.0,3.564528639051649,0.1415767656557414,0,6.035850994929736,0.1246782001354394
21H,India_1,0,1,18,180.5555555555556,5,363.33333333333337,3.6080312827198777,0.1148846637331305,0,4.753440887537273,0.1229360593791139
21H,India_3,0,1,17,250.9803921568628,8,227.0833333333333,4.00804824042566,0.063280684413579,30,7.730288417985786,0.2075346151131072
21H,NYC_1,0,1,8,237.50000000000003,13,278.20512820512823,4.076822688522943,0.1280823647668107,0,6.157000784158897,0.1038350001588128
21H,Vietnam_1,0,1,12,225.0,6,377.7777777777778,3.488831742744614,0.2610764207307642,3,4.575176968904352,0.1309873383992769
21H,Russia_1,0,1,19,190.35087719298247,5,306.6666666666667,3.5334383672129417,0.0451844672409224,7,7.901248292590556,0.2173655093556349
21H,Brazil_1,0,1,19,150.0,6,341.6666666666667,3.5642021098889805,0.1233627390456304,3,6.7040271259533775,0.1699876214587903
21H,Sweden_4,0,1,23,211.59420289855075,3,283.33333333333337,3.186953595362672,0.0785524716039902,0,7.7268378990541695,0.2196664275329278
21H,Brazil_3,0,1,16,193.75,9,272.22222222222223,3.69316641632217,0.1352756763191177,5,10.756396779514926,0.1832295518555351
21H,France_1,0,1,21,179.36507936507937,7,209.52380952380955,3.573324736038057,0.3139805081448962,0,8.051328749898435,0.1546251531678671
21H,London_1,0,1,23,207.24637681159425,6,252.7777777777778,3.63809392182064,0.0814707871246146,4,8.609291234648254,0.2422860444291688
21H,NYC_4,0,1,14,202.3809523809524,9,312.962962962963,3.577744171998212,0.1458836586528913,0,6.306544748985815,0.1424464400662892
21H,Mexico_3,0,1,16,314.58333333333337,4,250.00000000000003,3.819059529698881,0.1249731275263546,26,6.302631080808611,0.2270220331196717
21H,Singapore_1,0,1,14,208.3333333333333,7,323.80952380952385,3.4692330846558943,0.0816366006648226,0,5.8233791874727325,0.115183806014155
21H,Vietnam_2,0,1,13,194.8717948717949,8,372.9166666666667,3.628566788126135,0.0599947854829097,1,10.968208409156448,0.186277912565516
21H,HongKong_3,0,1,22,234.0909090909091,7,266.6666666666667,3.5213812520681333,0.1521993220534631,6,7.934157554529106,0.1845048810669783
21H,Italy_4,0,1,12,173.61111111111111,7,280.95238095238096,3.609925263954179,0.3896796061751298,6,10.827080629971505,0.2176197981593376
21H,Singapore_3,0,1,16,161.45833333333334,5,460.0,3.5824159250739367,0.0641996949918438,3,4.213071378446332,0.0909954010188256
21H,Russia_3,0,1,14,233.3333333333333,9,407.40740740740745,3.609465915180514,0.2752542823396824,8,6.427649489273514,0.3086477178441582
22K,London_3,1,0,8,135.41666666666669,5,170.00000000000003,4.612057193294986,0.034916953775667,1,5.231097428554622,0.1441874203986913
22K,France_3,1,0,5,140.0,6,238.8888888888889,4.7738664746284485,0.0947738585101645,23,12.540458364519443,0.1952959383075878
22K,Sweden_2,1,0,4,104.16666666666669,5,190.00000000000003,4.433303634473383,0.0766408913625352,19,11.21783554796666,0.1256164476113402
22K,HongKong_1,1,0,8,120.83333333333334,5,220.0,4.262592366151864,0.0520628072580953,21,3.315918439337576,0.0726536902526878
22K,India_1,1,0,1,100.0,5,216.66666666666669,4.235893003402218,0.1332465830096189,28,0.0,0.0
22K,Brazil_1,0,1,11,116.66666666666669,4,262.5,4.284369353369422,0.1557322405071342,26,5.55289683758736,0.1692512421701996
22K,Italy_4,0,1,3,127.7777777777778,3,333.33333333333337,3.9539436772184553,0.1253461612482332,4,5.747487600584738,0.1615910695561463
22K,London_1,1,0,1,150.0,8,260.4166666666667,4.070611961992272,0.1024258747201006,26,0.0,0.0
22K,Mexico_3,0,1,1,100.0,5,273.33333333333337,4.130421653626457,0.1041982499514439,14,0.0,0.0
22K,Brazil_3,0,1,5,156.66666666666669,4,245.8333333333333,3.724733193406781,0.1245602393951561,36,5.039200852788783,0.11591552889348
22K,Singapore_3,0,1,2,125.0,4,337.5,4.178879699707031,0.1283913591741314,2,15.597737324307422,0.1521059636785381
22K,Russia_3,0,1,4,150.0,7,228.57142857142856,4.371842495959397,0.1509587849429149,15,7.844381783471512,0.0932521735250733
22K,HongKong_3,0,1,3,122.22222222222224,8,235.41666666666669,3.52737790062314,0.2251214635367564,4,10.94123981391546,0.1655371950194495
22K,Mexico_1,0,1,2,150.0,11,196.969696969697,3.714178076924732,0.1408706188355807,53,3.2172706655542926,0.0350432354479078
22K,Sweden_4,0,1,4,108.33333333333334,6,280.5555555555556,4.066745734362868,0.0882815917292003,9,18.221961448640712,0.2043541997508247
22K,NYC_1,1,0,3,116.66666666666669,5,370.00000000000006,4.446077042267103,0.25794724885509,14,1.4529792767292409,0.0303860371791147
22K,Italy_1,0,1,3,150.00000000000003,7,297.61904761904765,4.28049867841013,0.1472063295552065,7,6.642887614050776,0.081908140343405
22K,France_1,0,1,2,100.0,3,338.8888888888889,4.80066019116026,0.1799307402837809,1,3.2830920482879646,0.0554283516083796
22K,Vietnam_1,0,1,0,0.0,6,286.11111111111114,4.13209967832685,0.1419119888589113,43,0.0,0.0
22K,India_3,0,1,2,125.0,4,337.5,3.740619808865577,0.19979467051942,148,23.289944366238387,0.3207392188797316
22K,Russia_1,0,1,5,103.33333333333334,8,327.08333333333337,4.1594061450423485,0.2134534534535828,6,8.754871889737515,0.1515242298373199
22K,Vietnam_2,1,0,4,125.0,8,322.9166666666667,4.637645361558446,0.1617361506477272,14,5.993658303464405,0.0851142021313808
22K,NYC_4,1,0,1,150.0,7,285.7142857142857,4.19438909608911,0.222667142339428,14,0.0,0.0
22K,Singapore_1,0,1,6,130.55555555555557,2,83.33333333333334,4.027352603865259,0.125737071085051,135,9.771927299651828,0.2472690288643283
23H,Mexico_1,1,0,22,334.0909090909091,4,270.83333333333337,3.3672123312503657,0.047432551168685,0,6.904421885766861,0.190012250489
23H,NYC_1,1,0,23,318.84057971014494,6,197.22222222222223,3.3254986999165586,0.042296321203931,0,5.457382174161722,0.2613596006364114
23H,Mexico_3,1,0,23,347.1014492753624,3,183.3333333333333,3.250993360671322,0.0461080855156783,0,6.964815431918442,0.2020453283208431
23H,India_1,1,0,21,382.5396825396826,4,220.8333333333333,3.235374687794576,0.0527417437046426,2,5.779788672376731,0.1857347659721066
23H,NYC_4,1,0,22,357.5757575757576,3,344.4444444444445,3.4314928302977608,0.1449420606999781,2,5.585111102969868,0.1804411907690918
23H,Sweden_2,1,0,16,300.0,5,780.0000000000001,3.155648903768571,0.0869805098749495,8,4.730293819088228,0.1637354637899104
23H,France_1,1,0,20,340.83333333333337,7,178.57142857142858,3.061411578614215,0.0638594337358021,2,7.144570884824279,0.1467570542707365
23H,Italy_1,1,0,29,254.5977011494253,3,288.8888888888889,3.2066945226201207,0.0673935166869811,2,6.393845978270595,0.1607520213011066
23H,India_3,1,0,13,223.07692307692307,7,785.7142857142857,3.4736081723813657,0.1532195302013308,39,10.02623880164319,0.1534350316155345
23H,Russia_3,1,0,15,474.44444444444446,7,240.4761904761905,3.0080988014558234,0.0409169342861862,5,5.772645360381814,0.1267833689436024
23H,London_1,1,0,18,363.8888888888889,7,240.4761904761905,3.428567007513833,0.3193225062831508,2,5.031207421613478,0.1822624846139209
23H,Vietnam_1,1,0,24,291.6666666666667,5,310.0,2.99341292823325,0.0597756744839038,3,6.623852924115527,0.2057506964617924
23H,Russia_1,1,0,8,197.91666666666669,7,997.6190476190476,3.16803652937241,0.2801277720481169,36,10.565677143675416,0.18385274532152
23H,London_3,1,0,19,395.6140350877193,5,273.33333333333337,3.0299975420977616,0.0393011556829281,0,2.7729609967768973,0.1718802265098485
23H,France_3,1,0,18,288.8888888888889,6,638.8888888888889,3.4418061952333194,0.0933133484414306,4,2.952682648881112,0.0974924804180848
23H,Vietnam_2,1,0,13,255.1282051282052,7,759.5238095238095,3.1651027584415314,0.1046895760980098,10,6.04608753471501,0.1602966603072745
23H,Brazil_1,1,0,13,455.12820512820514,4,812.5000000000001,3.035385320682337,0.0499227628528612,4,6.027117756155287,0.1773284563860148
23H,HongKong_1,1,0,16,264.58333333333337,6,708.3333333333334,3.125071222511046,0.067092946836833,9,6.943480284224587,0.2074337351616001
23H,Singapore_3,1,0,17,317.6470588235294,4,858.3333333333334,3.163448856566763,0.0937091621263773,8,6.5166373421692025,0.225175069277513
23H,Singapore_1,0,1,17,281.3725490196079,8,485.4166666666667,3.2577433351610527,0.1193925070213451,11,7.668599913844466,0.1950528077038822
23H,HongKong_3,1,0,15,288.8888888888889,7,614.2857142857143,3.1412498943966503,0.0947523166187554,17,8.236062656414147,0.2176726497708966
23H,Sweden_4,0,1,21,258.73015873015873,6,450.0,3.004995372197399,0.1157656674122225,1,7.604944988768358,0.2125100371887257
23H,Italy_4,0,1,16,298.95833333333337,8,402.08333333333337,2.916686408902392,0.1086644156806972,4,7.07054485323358,0.1642116371402883
23H,Brazil_3,1,0,19,199.12280701754383,6,708.3333333333334,3.096906522967725,0.1057152090380614,5,9.021869875952042,0.2162878995531153
24K,Singapore_3,1,0,21,232.53968253968256,8,297.9166666666667,3.226366072306226,0.0993499677823524,4,6.837001591611812,0.2029921939893128
24K,Russia_1,1,0,22,230.3030303030303,9,231.4814814814815,3.148373830694901,0.0495618838680543,23,7.811807742336134,0.2155934420678924
24K,NYC_4,1,0,25,255.33333333333337,6,263.8888888888889,2.65063104175386,0.0634847134365534,1,7.790836115999366,0.2172364811008881
24K,Brazil_3,1,0,22,299.24242424242425,7,214.28571428571428,2.7107191911832555,0.0471063298706391,8,9.117164118819622,0.221711339834493
24K,London_3,0,1,22,262.87878787878793,7,261.9047619047619,2.874668960254717,0.0809430274222541,9,6.541616324399344,0.2399762166077664
24K,Sweden_4,0,1,21,254.7619047619048,6,325.00000000000006,2.934560700414582,0.0554221967536572,14,8.476804626637133,0.1836336062166735
24K,Brazil_1,0,1,19,354.3859649122807,4,262.5,2.9915602069034755,0.0936420415120418,1,5.997958624539388,0.1552493815148733
24K,France_3,0,1,27,251.23456790123456,6,177.7777777777778,2.808053548484759,0.0858467705729648,2,7.239518067122564,0.1909831958740897
24K,NYC_1,0,1,20,310.0,5,303.33333333333337,2.631595483156714,0.0787454226420713,2,10.30615174880507,0.17962313324605
24K,Mexico_1,0,1,21,334.92063492063494,6,194.44444444444449,2.761645542756292,0.1496853908084776,1,6.970849294529832,0.2140267080700299
24K,HongKong_1,1,0,23,313.0434782608696,5,253.3333333333333,2.8540899210454875,0.0510646007689225,2,8.599539202700615,0.2148048402455202
24K,Sweden_2,0,1,21,297.6190476190476,5,300.0,2.405583739751884,0.0501387255823651,4,6.252723042166257,0.206403124407128
24K,Vietnam_2,0,1,25,263.33333333333337,5,230.0,2.4750190503669507,0.0709839749911112,4,7.545559585411983,0.2044809233159612
24K,India_3,0,1,14,284.5238095238095,7,469.0476190476191,2.243643320151392,0.0393809333507688,2,7.307448052283229,0.1589011457393743
24K,Russia_3,0,1,21,326.19047619047626,4,225.00000000000003,2.524537545663339,0.0867692504148,7,7.685045193355812,0.1804030449792377
24K,India_1,0,1,8,358.33333333333337,4,1500.0,2.185113602325696,0.0398409428920553,2,9.149954999103938,0.1547284393696145
24K,London_1,0,1,19,269.2982456140351,6,480.5555555555556,2.442460006138064,0.0822058577895919,12,11.936908875567026,0.2378135651375771
24K,Italy_1,0,1,12,223.61111111111111,4,1312.5,2.3936980341521785,0.0582091328143578,0,6.158166907722468,0.1413528667991836
24K,France_1,0,1,30,240.5555555555556,4,187.5,2.593398189371597,0.1063491794311424,20,5.415022858885416,0.2263781819504979
24K,HongKong_3,0,1,10,240.0,8,668.75,2.137967695756392,0.0574906610442645,3,3.979902577862307,0.1171904544970059
24K,Singapore_1,0,1,22,253.7878787878788,6,305.5555555555556,2.571289624173217,0.0479994793896471,0,5.804259776322683,0.1541529554789151
24K,Mexico_3,0,1,20,278.33333333333337,7,330.952380952381,2.481360109283514,0.0898684144432469,19,7.669286439687788,0.1524264468559985
24K,Vietnam_1,0,1,3,250.0,4,2187.5,2.290880015198613,0.1536335475978927,8,19.608232167900454,0.1745293490528913
24K,Italy_4,0,1,25,200.0,6,152.7777777777778,2.5671749792366385,0.0711658181542284,90,10.575024250883,0.4127155284124946
25I,Mexico_1,1,0,22,225.0,8,258.33333333333337,3.1694068663635906,0.0519653440433058,28,8.49556864856947,0.2128154458211686
25I,Vietnam_1,1,0,18,291.6666666666667,9,251.85185185185188,2.8680465564977653,0.1106320373068054,34,5.90972486399634,0.1725754280342837
25I,Italy_1,1,0,10,228.3333333333333,7,738.0952380952382,2.5438982115851507,0.0728152457141407,15,4.715076887187421,0.1262237131319489
25I,Vietnam_2,1,0,16,154.16666666666669,8,693.75,2.550885931051002,0.0596164969944652,20,7.898855011859641,0.1954429709367173
25I,Russia_1,1,0,0,0.0,1,9933.333333333334,2.1772689819335938,0.0012584014330059,0,0.0,0.0
25I,Brazil_1,0,1,2,175.0,6,1263.888888888889,2.1051746006429632,0.0727143750434588,18,21.19345317985768,0.2144996289156677
25I,France_3,0,1,4,145.83333333333334,3,2400.0000000000005,2.347578653475133,0.0493296635680061,12,10.400264741599925,0.2172644791701239
25I,NYC_1,1,0,0,0.0,1,10000.0,,,0,0.0,0.0
25I,HongKong_1,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,Mexico_3,0,1,2,125.0,2,4583.333333333334,1.9393756103515625,0.0106503288531485,16,6.0369145053952025,0.0984811619438613
25I,London_3,0,1,0,0.0,5,1803.3333333333333,2.1495603833879744,0.0666866680164972,6,0.0,0.0
25I,France_1,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,Sweden_4,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,Brazil_3,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,HongKong_3,0,1,24,238.8888888888889,8,258.33333333333337,2.7832143427961964,0.0560828783062432,23,6.29306979807057,0.1501261170227329
25I,NYC_4,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,India_1,0,1,5,240.0,3,2683.333333333333,2.432932580035666,0.0361522701761772,4,3.899660458314684,0.1007638176107365
25I,Russia_3,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,India_3,0,1,2,166.66666666666669,5,1700.0,2.4073050106272977,0.0515256487063317,18,4.6693281677074845,0.0693078700431017
25I,London_1,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,Italy_4,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,Sweden_2,1,0,15,321.11111111111114,9,337.03703703703707,2.8804475344144382,0.0814136649481736,26,7.245441448266484,0.2078283550619983
25I,Singapore_3,0,1,0,0.0,1,10000.0,,,0,0.0,0.0
25I,Singapore_1,1,0,0,0.0,1,10000.0,,,0,0.0,0.0
26K,Singapore_3,1,0,28,215.4761904761905,4,108.33333333333334,3.635336892646656,0.1312019277704263,15,8.342255100631691,0.2226072050541865
26K,NYC_4,1,0,21,365.0793650793651,4,112.5,3.6035080888092414,0.0849555403624381,6,6.533963734466845,0.161205096245414
26K,Sweden_4,1,0,23,236.95652173913044,5,283.33333333333337,3.52062232777854,0.0685186399160729,8,9.03990883684891,0.1676072387293394
26K,Sweden_2,0,1,26,252.56410256410257,5,146.66666666666669,3.415870156038088,0.0776994223755484,0,6.662053723350271,0.1798577721321543
26K,Brazil_3,0,1,23,223.18840579710147,6,341.6666666666667,3.680778018498825,0.1337532843767253,5,6.802601104630312,0.1706424419747493
26K,France_1,0,1,24,297.9166666666667,3,311.11111111111114,3.56791883807316,0.0704382316816745,2,8.843503743953757,0.1630311299268153
26K,Brazil_1,0,1,22,293.18181818181824,5,233.3333333333333,3.634217597243882,0.1993037369578128,2,7.508839640265806,0.1894366120952354
26K,Italy_1,0,1,27,225.30864197530863,6,144.44444444444446,4.1790707459511465,0.1366501517342715,7,8.430845185576219,0.146290469396402
26K,NYC_1,0,1,24,189.5833333333333,7,266.6666666666667,3.681271096934443,0.2188982395185573,6,6.796298633264335,0.1421580091246803
26K,London_3,0,1,27,242.59259259259264,5,146.66666666666669,3.6655363502915583,0.151810685123832,7,6.988640757920607,0.1621910927843093
26K,Mexico_1,0,1,21,304.7619047619048,4,366.6666666666667,3.7528071958402673,0.1823809662493369,13,8.437279929460233,0.1640160955324757
26K,India_1,0,1,22,289.39393939393943,6,175.0,3.7761019914509855,0.0971163779546244,4,8.326866123620013,0.1798104547951476
26K,Singapore_1,0,1,24,283.33333333333337,5,150.0,4.026808125263936,0.087271026198289,6,8.659683782484437,0.1895516499358109
26K,Vietnam_2,0,1,24,212.5,5,176.66666666666669,4.491070466050411,0.1569630456309974,19,8.489761722437834,0.1490313679512559
